location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,year,month,class
Cook,Illinois,0.0,60.0,delayed previously,none,15653.0,0.0,4<=X<7,2,unknown,none,4,no known property,21,none,own,2,skilled,1,yes,NO,1996,2,BAD
Wayne,Michigan,0.0,12.0,existing paid,none,1493.0,0.0,<1,-1,female div/dep/mar,none,3,car,33,none,own,1,skilled,2,none,YES,1996,2,BAD
New York,New York,-583.41,42.0,delayed previously,none,4370.0,96.22,4<=X<7,3,male single,none,2,life insurance,26,bank,own,2,skilled,2,yes,YES,1996,2,BAD
Harris,Texas,-2290.21,18.0,existing paid,none,750.0,65.14,unemployed,4,female div/dep/mar,none,1,real estate,27,none,own,1,unemp/unskilled non res,1,unknown,YES,1996,2,GOOD
Cook,Illinois,0.0,15.0,existing paid,none,4623.0,0.0,1<=X<4,3,male single,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1996,2,GOOD
Wayne,Michigan,0.0,18.0,critical/other existing credit,guarantor,1851.0,0.0,4<=X<7,4,male mar/wid,guarantor,2,car,33,none,own,2,skilled,1,yes,NO,1996,2,GOOD
New York,New York,-4262.11,18.0,critical/other existing credit,none,1880.0,86.87,unknown,4,male mar/wid,none,-1,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,yes,YES,1996,2,BAD
Harris,Texas,0.0,36.0,delayed previously,unknown,7980.0,0.0,<1,4,male single,none,4,car,27,none,rent,2,skilled,1,yes,YES,1996,2,GOOD
Los Angeles,California,-9608.79,30.0,unknown,unknown,4583.0,89.41,1<=X<4,2,male div/sep,guarantor,-1,real estate,32,none,unknown,2,skilled,1,none,YES,1996,2,GOOD
Cook,Illinois,0.0,12.0,existing paid,none,1386.0,0.0,1<=X<4,2,female div/dep/mar,none,2,life insurance,33,none,own,1,skilled,1,unknown,YES,1996,2,GOOD
Wayne,Michigan,5218.31,24.0,existing paid,none,2315.0,99.04,4<=X<7,4,male single,none,3,no known property,38,bank,for free,-1,unknown,2,none,NO,1996,2,GOOD
New York,New York,-9112.68,12.0,existing paid,none,684.0,98.28,1<=X<4,4,male single,none,4,no known property,40,none,rent,1,unskilled resident,2,none,NO,1996,2,BAD
New York,New York,-2145.27,48.0,existing paid,none,7476.0,31.97,4<=X<7,4,male single,none,1,no known property,50,none,for free,1,unknown,1,yes,YES,1996,2,GOOD
Other,Ohio,67.5,12.0,existing paid,none,1922.0,94.12,1<=X<4,4,male single,none,2,life insurance,37,none,own,1,unskilled resident,1,none,NO,1996,2,BAD
Harris,Texas,-5275.22,24.0,existing paid,unknown,2303.0,75.09,>=7,4,male single,co applicant,1,real estate,45,none,own,1,skilled,1,none,YES,1996,2,GOOD
Los Angeles,California,99.84,36.0,delayed previously,none,8086.0,125.55,>=7,-1,male single,none,4,car,42,none,own,4,high qualif/self emp/mgmt,1,yes,YES,1996,2,BAD
Cook,Illinois,0.0,24.0,critical/other existing credit,unknown,2346.0,0.0,4<=X<7,4,male single,unknown,3,car,35,none,unknown,2,unknown,1,yes,NO,1996,2,GOOD
Wayne,Michigan,0.0,14.0,existing paid,unknown,3973.0,0.0,unemployed,1,male single,none,4,no known property,33,none,for free,1,skilled,1,none,YES,1996,2,GOOD
Wayne,Michigan,79.58,12.0,existing paid,none,888.0,10.02,>=7,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,YES,1996,2,GOOD
New York,New York,0.0,48.0,existing paid,unknown,10222.0,0.0,4<=X<7,4,male single,none,3,car,37,stores,own,1,skilled,1,yes,YES,1996,2,GOOD
New York,New York,43.97,30.0,unknown,unknown,4221.0,80.29,unknown,2,female div/dep/mar,unknown,1,car,28,none,own,2,skilled,1,none,YES,1996,2,BAD
Other,Ohio,0.0,18.0,critical/other existing credit,none,6361.0,0.0,>=7,2,male single,none,1,no known property,41,none,own,1,skilled,1,yes,NO,1996,2,GOOD
Harris,Texas,5584.53,12.0,existing paid,none,1297.0,15.37,1<=X<4,3,male mar/wid,none,4,real estate,23,none,rent,1,skilled,1,none,YES,1996,2,GOOD
Los Angeles,California,-6047.48,12.0,existing paid,none,900.0,0.0,1<=X<4,4,male mar/wid,none,2,car,23,none,own,1,skilled,1,unknown,NO,1996,3,GOOD
Cook,Illinois,0.0,21.0,existing paid,none,2241.0,0.0,>=7,4,male single,none,2,no known property,33,none,own,2,skilled,1,none,NO,1996,3,BAD
Wayne,Michigan,186.02,6.0,delayed previously,none,1050.0,90.78,unemployed,4,male single,none,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,yes,NO,1996,3,BAD
Harris,Texas,2609.44,6.0,critical/other existing credit,none,2315.0,8.9,1<=X<4,2,female div/dep/mar,none,-1,life insurance,50,none,own,1,unskilled resident,1,none,YES,1996,3,GOOD
Cook,Illinois,0.0,24.0,critical/other existing credit,co applicant,2315.0,0.0,unemployed,4,male single,co applicant,-1,no known property,33,bank,own,-1,high qualif/self emp/mgmt,1,yes,YES,1996,3,BAD
Wayne,Michigan,152.49,30.0,all paid,none,3496.0,8297.56,1<=X<4,4,male single,none,2,no known property,34,stores,own,1,skilled,2,yes,NO,1996,3,GOOD
Harris,Texas,0.0,48.0,all paid,none,3609.0,0.0,1<=X<4,1,female div/dep/mar,none,-1,real estate,33,stores,own,1,skilled,1,none,YES,1996,3,GOOD
Other,Alabama,-746.1,12.0,critical/other existing credit,co applicant,4843.0,14.57,>=7,3,male single,co applicant,4,life insurance,43,none,rent,-1,skilled,1,yes,YES,1996,3,BAD
Cook,Illinois,5885.96,30.0,critical/other existing credit,unknown,3017.0,3.8,>=7,-1,male single,unknown,4,life insurance,47,none,own,1,skilled,1,none,NO,1996,3,BAD
Wayne,Michigan,0.0,24.0,critical/other existing credit,none,4139.0,0.0,1<=X<4,3,male single,none,3,life insurance,27,none,own,-1,unskilled resident,1,yes,NO,1996,3,BAD
Harris,Texas,0.0,36.0,existing paid,unknown,5742.0,0.0,4<=X<7,-1,male single,unknown,-1,car,33,none,own,2,skilled,1,unknown,YES,1996,3,BAD
Cook,Illinois,0.0,60.0,existing paid,none,10366.0,0.0,>=7,2,male single,none,4,life insurance,42,none,own,1,unknown,1,yes,NO,1996,3,GOOD
Harris,Texas,0.0,6.0,critical/other existing credit,none,2080.0,0.0,1<=X<4,1,male mar/wid,none,2,car,24,unknown,own,-1,skilled,1,none,NO,1996,3,BAD
Cook,Illinois,0.0,21.0,delayed previously,none,2580.0,0.0,<1,4,male single,none,2,no known property,41,bank,own,1,unskilled resident,1,unknown,NO,1996,3,BAD
Harris,Texas,0.0,30.0,critical/other existing credit,none,4530.0,0.0,unknown,4,female div/dep/mar,none,4,car,26,none,unknown,1,high qualif/self emp/mgmt,1,yes,YES,1996,3,BAD
Other,Alabama,0.0,24.0,critical/other existing credit,none,5150.0,0.0,>=7,4,unknown,none,4,car,33,none,own,1,skilled,1,yes,YES,1996,3,GOOD
Other,Alabama,31.31,72.0,existing paid,none,5595.0,309.29,1<=X<4,2,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,YES,1996,3,GOOD
Other,Alabama,-5102.86,24.0,existing paid,none,2384.0,93.62,unknown,4,male single,none,4,real estate,64,bank,rent,-1,unskilled resident,1,none,YES,1996,3,GOOD
Other,Alabama,0.0,18.0,existing paid,none,1453.0,0.0,<1,3,female div/dep/mar,none,1,no known property,33,none,own,1,skilled,1,unknown,YES,1996,3,GOOD
Other,Alabama,0.0,6.0,existing paid,none,1538.0,0.0,<1,1,female div/dep/mar,none,2,no known property,56,none,own,1,unknown,1,none,YES,1996,3,GOOD
Other,Alabama,0.0,12.0,existing paid,unknown,2279.0,0.0,1<=X<4,4,male single,unknown,4,no known property,37,none,for free,1,skilled,1,unknown,YES,1996,3,GOOD
Other,Alabama,0.0,15.0,delayed previously,none,1478.0,0.0,unknown,-1,male mar/wid,none,3,real estate,33,bank,own,2,skilled,1,none,NO,1996,3,BAD
Other,Alabama,0.0,24.0,critical/other existing credit,unknown,5103.0,0.0,<1,-1,male mar/wid,unknown,3,no known property,47,none,for free,3,skilled,1,yes,NO,1996,3,BAD
Other,Alabama,118.46,36.0,unknown,none,9857.0,159.43,4<=X<7,1,male single,none,3,life insurance,31,unknown,own,2,unskilled resident,2,yes,NO,1996,3,GOOD
Other,Alabama,0.0,60.0,existing paid,unknown,6527.0,0.0,1<=X<4,4,male single,unknown,4,no known property,34,none,for free,1,skilled,1,yes,YES,1996,3,BAD
Other,Alabama,4535.68,10.0,critical/other existing credit,none,1347.0,0.0,4<=X<7,4,male single,none,2,life insurance,27,none,unknown,2,skilled,1,yes,YES,1996,3,BAD
Other,Alabama,165.23,36.0,delayed previously,none,2862.0,189.81,>=7,4,male single,none,3,no known property,30,none,for free,1,skilled,1,none,YES,1996,3,GOOD
Other,Alabama,0.0,9.0,existing paid,co applicant,2753.0,0.0,>=7,3,unknown,co applicant,4,no known property,35,none,own,1,skilled,1,unknown,NO,1996,3,GOOD
Other,Arkansas,-925.22,12.0,existing paid,none,3651.0,3414.88,1<=X<4,1,male single,none,3,life insurance,31,none,own,1,unknown,2,none,NO,1996,3,GOOD
Other,Arkansas,0.0,15.0,critical/other existing credit,none,975.0,0.0,1<=X<4,2,male div/sep,none,3,life insurance,25,none,unknown,2,skilled,1,none,YES,1996,3,GOOD
Other,Arkansas,99.58,15.0,existing paid,none,2631.0,271.2,1<=X<4,-1,female div/dep/mar,none,2,real estate,25,none,own,1,unknown,1,none,YES,1996,3,GOOD
Other,Arkansas,78.73,24.0,existing paid,none,2896.0,184.01,<1,2,male single,none,1,car,29,none,own,1,unknown,1,none,NO,1996,4,GOOD
Other,Arkansas,-1364.07,6.0,critical/other existing credit,unknown,4716.0,0.0,<1,1,male single,unknown,3,real estate,44,none,own,2,unskilled resident,2,none,NO,1996,4,GOOD
Other,Arkansas,0.0,24.0,existing paid,none,2284.0,0.0,4<=X<7,4,male single,none,2,car,28,none,own,1,skilled,1,yes,NO,1996,4,GOOD
Other,Arkansas,0.0,6.0,existing paid,none,2315.0,0.0,1<=X<4,2,male single,none,4,life insurance,50,none,rent,1,skilled,1,none,YES,1996,4,GOOD
Other,Arkansas,24.28,12.0,existing paid,guarantor,1103.0,0.0,4<=X<7,4,male single,guarantor,3,real estate,33,none,own,2,skilled,1,unknown,NO,1996,4,BAD
Other,Arkansas,0.0,18.0,critical/other existing credit,none,926.0,0.0,unknown,-1,female div/dep/mar,none,2,life insurance,38,unknown,unknown,1,unemp/unskilled non res,1,unknown,NO,1996,4,GOOD
Other,Arkansas,0.0,18.0,critical/other existing credit,none,2315.0,0.0,unknown,4,unknown,none,2,car,24,none,own,2,unknown,1,none,YES,1996,4,GOOD
Other,Arkansas,2644.05,15.0,unknown,none,1905.0,94.84,unknown,4,male single,none,-1,car,40,none,rent,1,high qualif/self emp/mgmt,1,unknown,YES,1996,4,GOOD
Other,Arkansas,0.0,12.0,existing paid,none,1123.0,0.0,1<=X<4,-1,female div/dep/mar,none,4,car,29,none,rent,1,unskilled resident,1,none,YES,1996,4,GOOD
Other,Arizona,0.0,48.0,critical/other existing credit,none,6331.0,0.0,>=7,4,male single,none,4,no known property,46,none,for free,2,skilled,1,yes,NO,1996,4,GOOD
Maricopa,Arizona,2392.34,24.0,existing paid,none,1377.0,287.97,>=7,4,female div/dep/mar,none,2,no known property,47,none,for free,1,skilled,1,yes,YES,1996,4,GOOD
Maricopa,Arizona,124.56,30.0,delayed previously,none,2503.0,429.73,>=7,4,male single,none,2,life insurance,41,stores,own,2,skilled,1,none,NO,1996,4,BAD
Maricopa,Arizona,175.12,27.0,existing paid,none,2528.0,96.82,<1,4,female div/dep/mar,none,1,life insurance,32,unknown,own,1,skilled,2,yes,YES,1996,4,BAD
Maricopa,Arizona,0.0,15.0,existing paid,none,5324.0,0.0,>=7,1,female div/dep/mar,none,4,no known property,33,none,for free,1,skilled,1,none,YES,1996,4,GOOD
Maricopa,Arizona,43.03,48.0,existing paid,none,2315.0,254.32,4<=X<7,-1,male single,none,2,life insurance,24,none,own,1,skilled,1,none,YES,1996,4,BAD
Maricopa,Arizona,187.67,18.0,no credits/all paid,unknown,2969.0,9.09,<1,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,NO,1996,4,GOOD
Other,Arizona,59.61,9.0,existing paid,none,1206.0,22.92,>=7,4,female div/dep/mar,none,4,real estate,25,none,own,1,skilled,1,none,YES,1996,4,BAD
Other,Arizona,0.0,18.0,existing paid,none,2118.0,0.0,1<=X<4,2,male single,none,2,real estate,37,unknown,unknown,1,unskilled resident,2,none,NO,1996,4,GOOD
Other,Arizona,0.0,18.0,critical/other existing credit,none,629.0,0.0,>=7,4,male single,none,3,life insurance,33,bank,own,2,high qualif/self emp/mgmt,1,yes,NO,1996,4,GOOD
Alameda,California,0.0,6.0,all paid,none,1198.0,0.0,>=7,4,female div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,YES,1996,4,BAD
Alameda,California,0.0,21.0,existing paid,none,2476.0,0.0,>=7,4,male single,none,4,real estate,46,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1996,4,BAD
Alameda,California,-7949.53,9.0,critical/other existing credit,unknown,1138.0,65.06,unknown,4,male single,none,4,real estate,25,none,own,2,unskilled resident,1,unknown,NO,1996,4,GOOD
Other,California,189.81,60.0,existing paid,none,14027.0,1.59,4<=X<7,4,male single,none,2,no known property,27,none,own,1,high qualif/self emp/mgmt,1,unknown,YES,1996,4,GOOD
Other,California,0.0,30.0,critical/other existing credit,none,7596.0,0.0,>=7,1,male single,none,4,car,63,none,own,-1,skilled,1,none,NO,1996,4,BAD
Other,California,0.0,30.0,critical/other existing credit,unknown,3077.0,0.0,>=7,3,male single,unknown,2,car,40,none,unknown,2,skilled,2,yes,NO,1996,4,GOOD
Other,California,0.0,18.0,existing paid,unknown,1505.0,0.0,1<=X<4,4,unknown,unknown,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,1996,4,GOOD
Other,California,8048.88,24.0,critical/other existing credit,none,3148.0,0.0,1<=X<4,-1,male single,none,2,no known property,33,none,own,2,skilled,1,yes,NO,1996,4,BAD
Other,California,163.16,20.0,no credits/all paid,none,6148.0,364.78,>=7,-1,male mar/wid,none,-1,car,31,bank,own,2,skilled,1,unknown,YES,1996,4,BAD
Other,California,7880.65,9.0,no credits/all paid,none,1337.0,66.11,unknown,4,male single,none,2,car,34,none,unknown,2,high qualif/self emp/mgmt,1,yes,NO,1996,4,BAD
Other,California,0.0,6.0,all paid,unknown,433.0,0.0,<1,-1,female div/dep/mar,none,2,life insurance,24,bank,rent,1,skilled,2,none,NO,1996,4,BAD
Other,California,-7075.13,12.0,unknown,none,1228.0,10.4,unknown,-1,female div/dep/mar,none,2,no known property,24,none,own,1,unknown,1,none,YES,1996,5,GOOD
Other,California,106.93,18.0,existing paid,none,790.0,893.64,1<=X<4,4,female div/dep/mar,none,3,real estate,66,none,own,1,unskilled resident,1,none,NO,1996,5,GOOD
Los Angeles,California,0.0,27.0,existing paid,none,2570.0,0.0,unknown,3,female div/dep/mar,none,3,real estate,21,none,unknown,1,skilled,1,unknown,NO,1996,5,BAD
Los Angeles,California,0.0,6.0,unknown,none,250.0,0.0,1<=X<4,-1,female div/dep/mar,none,2,real estate,33,bank,own,2,unskilled resident,1,none,YES,1996,5,GOOD
Los Angeles,California,0.0,15.0,critical/other existing credit,none,1316.0,0.0,1<=X<4,2,male mar/wid,none,2,life insurance,47,none,own,2,unskilled resident,1,none,YES,1996,5,GOOD
Los Angeles,California,-1726.33,18.0,existing paid,none,1882.0,39.45,1<=X<4,4,female div/dep/mar,none,-1,car,25,bank,rent,-1,skilled,1,none,YES,1996,5,BAD
San Francisco,California,71.62,48.0,all paid,none,6416.0,99.84,>=7,-1,female div/dep/mar,none,3,no known property,33,none,rent,-1,skilled,1,none,YES,1996,5,GOOD
Los Angeles,California,3063.5,24.0,critical/other existing credit,unknown,1275.0,3355.15,unknown,2,male div/sep,none,4,real estate,36,none,own,2,skilled,1,yes,NO,1996,5,GOOD
Los Angeles,California,47.73,24.0,delayed previously,none,6403.0,0.0,<1,1,male single,none,2,car,33,none,own,1,skilled,1,none,YES,1996,5,GOOD
Los Angeles,California,-1458.47,18.0,unknown,none,1987.0,47.43,1<=X<4,2,male single,none,4,real estate,33,none,rent,1,unskilled resident,2,none,YES,1996,5,BAD
Los Angeles,California,33.27,8.0,existing paid,guarantor,2315.0,43.74,4<=X<7,4,female div/dep/mar,guarantor,2,real estate,44,none,own,1,unskilled resident,1,none,YES,1996,5,GOOD
Los Angeles,California,0.0,18.0,existing paid,none,2315.0,0.0,1<=X<4,2,unknown,none,4,car,28,none,unknown,1,skilled,1,yes,NO,1996,5,BAD
Other,California,0.0,4.0,critical/other existing credit,none,3380.0,0.0,4<=X<7,1,female div/dep/mar,none,1,real estate,37,none,own,1,unknown,1,none,YES,1996,5,GOOD
Los Angeles,California,71.0,36.0,all paid,unknown,3990.0,0.0,<1,-1,female div/dep/mar,unknown,2,no known property,29,unknown,own,1,unemp/unskilled non res,1,none,YES,1996,5,BAD
Los Angeles,California,37.8,24.0,existing paid,none,11560.0,91.89,1<=X<4,1,female div/dep/mar,none,4,car,23,none,unknown,2,high qualif/self emp/mgmt,1,none,YES,1996,5,GOOD
Los Angeles,California,-4024.01,18.0,existing paid,none,4380.0,411.17,unknown,3,male single,none,4,car,35,none,unknown,1,unknown,2,yes,YES,1996,5,BAD
Los Angeles,California,0.0,6.0,critical/other existing credit,unknown,2315.0,0.0,4<=X<7,1,male single,unknown,3,no known property,33,none,own,2,high qualif/self emp/mgmt,2,yes,NO,1996,5,GOOD
Other,California,126.63,30.0,no credits/all paid,none,4280.0,374.88,1<=X<4,4,female div/dep/mar,none,-1,car,26,none,rent,2,unskilled resident,1,unknown,NO,1996,5,GOOD
Other,California,-210.65,24.0,all paid,none,2325.0,355.29,4<=X<7,2,male single,none,3,no known property,32,bank,own,1,skilled,1,unknown,NO,1996,5,GOOD
Other,California,138.02,10.0,all paid,none,2315.0,60.77,1<=X<4,4,male single,none,4,no known property,23,stores,unknown,1,unskilled resident,1,unknown,YES,1996,5,GOOD
Other,California,0.0,21.0,existing paid,none,3160.0,0.0,>=7,4,male single,none,3,life insurance,41,none,own,1,skilled,1,yes,NO,1996,5,BAD
Other,California,-5175.66,24.0,all paid,none,2483.0,899.82,1<=X<4,-1,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,NO,1996,5,BAD
Other,California,-9114.34,39.0,critical/other existing credit,none,14179.0,0.0,4<=X<7,-1,male single,none,4,life insurance,30,unknown,own,2,high qualif/self emp/mgmt,1,yes,YES,1996,5,BAD
Orange,California,-1569.65,18.0,critical/other existing credit,none,1797.0,51.04,<1,3,male single,none,1,life insurance,28,bank,own,2,unskilled resident,1,none,NO,1996,5,GOOD
Orange,California,-206.0,15.0,existing paid,none,2511.0,0.0,unemployed,1,female div/dep/mar,none,4,car,23,none,unknown,1,skilled,1,none,YES,1996,5,GOOD
Orange,California,-1128.82,18.0,existing paid,none,1274.0,31.64,<1,3,female div/dep/mar,none,1,real estate,37,none,own,1,unskilled resident,1,none,YES,1996,5,GOOD
Orange,California,0.0,18.0,existing paid,none,5248.0,0.0,1<=X<4,1,male single,none,-1,car,26,none,own,1,skilled,1,none,YES,1996,5,GOOD
Orange,California,0.0,15.0,existing paid,none,3029.0,0.0,unknown,2,male single,none,2,car,33,none,own,1,skilled,1,none,YES,1996,5,GOOD
Orange,California,-1907.79,6.0,existing paid,none,2315.0,0.0,>=7,2,female div/dep/mar,none,1,life insurance,49,unknown,unknown,1,skilled,1,yes,YES,1996,5,BAD
Orange,California,-4959.02,18.0,existing paid,none,976.0,41.22,<1,1,female div/dep/mar,none,2,car,23,none,own,1,unskilled resident,1,none,NO,1996,5,GOOD
Sacramento,California,169.84,12.0,existing paid,none,841.0,406.75,4<=X<7,-1,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,none,YES,1996,5,GOOD
Sacramento,California,0.0,30.0,critical/other existing credit,none,5771.0,0.0,4<=X<7,4,female div/dep/mar,none,2,car,25,none,unknown,2,unknown,1,none,YES,1996,6,BAD
Other,California,0.0,18.0,delayed previously,none,1555.0,0.0,>=7,4,male single,none,4,no known property,55,none,for free,2,skilled,1,none,YES,1996,6,GOOD
Other,California,9099.65,6.0,critical/other existing credit,none,1299.0,98.73,1<=X<4,1,male single,none,1,real estate,33,none,unknown,3,unemp/unskilled non res,2,none,YES,1996,6,GOOD
San Diego,California,9437.28,15.0,critical/other existing credit,none,1271.0,0.0,1<=X<4,3,male single,none,-1,no known property,39,none,for free,2,skilled,1,yes,YES,1996,6,BAD
San Diego,California,0.0,24.0,existing paid,guarantor,1393.0,0.0,1<=X<4,-1,male single,guarantor,2,real estate,31,none,unknown,1,skilled,1,yes,NO,1996,6,GOOD
San Diego,California,-114.67,12.0,critical/other existing credit,none,691.0,15.15,>=7,4,male single,none,3,life insurance,35,none,unknown,2,skilled,1,none,NO,1996,6,BAD
San Diego,California,0.0,15.0,critical/other existing credit,unknown,2315.0,0.0,>=7,1,unknown,unknown,4,car,59,none,own,1,skilled,1,yes,YES,1996,6,BAD
San Francisco,California,-4560.48,18.0,critical/other existing credit,none,2124.0,34.4,1<=X<4,4,female div/dep/mar,none,4,real estate,24,none,rent,2,skilled,1,none,YES,1996,6,GOOD
Other,California,-1694.38,12.0,existing paid,none,2214.0,0.0,1<=X<4,4,male single,none,3,life insurance,24,none,own,1,unskilled resident,1,none,YES,1996,6,GOOD
Other,California,0.0,21.0,critical/other existing credit,none,2315.0,0.0,unknown,4,male single,none,4,no known property,30,none,for free,1,high qualif/self emp/mgmt,1,yes,YES,1996,6,BAD
Other,California,0.0,24.0,critical/other existing credit,unknown,2463.0,0.0,4<=X<7,4,male mar/wid,none,3,life insurance,27,none,unknown,2,unknown,1,yes,NO,1996,6,BAD
Other,California,121.72,12.0,unknown,unknown,2315.0,15.47,unknown,3,unknown,unknown,3,real estate,40,bank,own,2,unskilled resident,1,none,YES,1996,6,GOOD
Other,California,0.0,30.0,unknown,none,3108.0,0.0,<1,2,male div/sep,none,4,life insurance,31,none,unknown,1,unskilled resident,1,unknown,NO,1996,6,BAD
Other,California,0.0,18.0,existing paid,unknown,2901.0,0.0,<1,1,female div/dep/mar,unknown,-1,no known property,31,none,rent,1,skilled,1,none,YES,1996,6,GOOD
Other,California,95.13,12.0,critical/other existing credit,unknown,3617.0,92.79,>=7,-1,male single,unknown,4,no known property,28,none,rent,3,skilled,1,yes,YES,1996,6,GOOD
Other,California,0.0,12.0,critical/other existing credit,unknown,1655.0,0.0,>=7,2,male single,none,4,real estate,33,none,own,2,unskilled resident,1,yes,NO,1996,6,GOOD
Other,California,-5367.96,24.0,existing paid,none,2812.0,0.0,>=7,2,female div/dep/mar,none,4,real estate,26,none,rent,1,skilled,1,none,YES,1996,6,GOOD
Other,California,-1433.67,36.0,unknown,none,8065.0,52.31,1<=X<4,3,female div/dep/mar,none,2,no known property,25,none,own,2,high qualif/self emp/mgmt,1,yes,YES,1996,6,BAD
Other,California,0.0,21.0,critical/other existing credit,none,3275.0,0.0,>=7,1,male single,none,4,car,36,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1996,6,GOOD
Other,California,0.0,24.0,critical/other existing credit,none,2223.0,0.0,>=7,4,male single,none,4,life insurance,33,unknown,own,2,skilled,1,none,NO,1996,6,GOOD
Other,California,4970.39,18.0,critical/other existing credit,unknown,1480.0,818.86,unemployed,2,male single,unknown,4,no known property,33,unknown,for free,3,unemp/unskilled non res,1,none,NO,1996,6,BAD
Other,California,-7880.14,24.0,existing paid,none,2315.0,0.0,1<=X<4,4,female div/dep/mar,none,-1,real estate,25,none,rent,1,skilled,1,none,YES,1996,6,GOOD
Other,California,0.0,36.0,critical/other existing credit,none,3535.0,0.0,4<=X<7,4,unknown,none,4,car,37,none,own,2,skilled,1,yes,YES,1996,6,GOOD
Other,California,-5787.14,18.0,existing paid,guarantor,3509.0,5.6,4<=X<7,-1,female div/dep/mar,guarantor,1,real estate,25,none,own,1,skilled,1,none,NO,1996,6,BAD
Other,Colorado,0.0,18.0,critical/other existing credit,none,5711.0,0.0,>=7,4,unknown,none,-1,car,38,none,own,2,unknown,1,yes,YES,1996,6,GOOD
Other,Colorado,0.0,18.0,existing paid,none,3872.0,0.0,unemployed,2,female div/dep/mar,none,4,car,67,none,own,1,skilled,1,yes,NO,1996,6,BAD
Other,Colorado,143.98,39.0,critical/other existing credit,guarantor,4933.0,27.57,4<=X<7,2,male single,guarantor,2,real estate,25,none,own,2,skilled,1,none,NO,1996,6,BAD
Other,Colorado,0.0,18.0,critical/other existing credit,none,1940.0,0.0,>=7,4,male single,none,4,real estate,60,none,own,1,skilled,1,yes,YES,1996,6,GOOD
Other,Connecticut,124.22,12.0,no credits/all paid,none,1410.0,39.88,1<=X<4,2,male single,none,2,real estate,31,none,own,1,unskilled resident,1,yes,YES,1996,6,GOOD
Other,Connecticut,18.9,12.0,existing paid,none,836.0,197.77,<1,4,female div/dep/mar,none,2,life insurance,23,bank,own,1,unskilled resident,1,none,NO,1996,7,BAD
Other,District of Columbia,92.6,20.0,existing paid,none,6468.0,0.0,unemployed,1,male div/sep,none,4,real estate,60,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1996,7,GOOD
Other,District of Columbia,20.17,18.0,existing paid,none,1941.0,9298.08,1<=X<4,4,male single,none,2,life insurance,35,none,own,1,unskilled resident,1,yes,YES,1996,7,GOOD
Other,Delaware,0.0,22.0,existing paid,none,2675.0,0.0,>=7,3,unknown,none,4,car,40,none,own,1,skilled,1,none,NO,1996,7,BAD
Other,Delaware,0.0,48.0,unknown,none,2315.0,0.0,unknown,4,male single,none,3,car,38,none,own,2,skilled,2,yes,YES,1996,7,BAD
Other,Florida,22.41,48.0,delayed previously,none,2315.0,88.44,>=7,4,male single,none,4,no known property,50,none,for free,1,skilled,1,none,YES,1996,7,GOOD
Other,Florida,0.0,40.0,critical/other existing credit,unknown,5998.0,0.0,1<=X<4,4,male single,unknown,3,no known property,27,bank,own,1,unknown,1,yes,YES,1996,7,BAD
Other,Florida,49.35,21.0,existing paid,unknown,1188.0,39.92,>=7,2,female div/dep/mar,none,4,life insurance,33,none,own,1,skilled,2,none,YES,1996,7,GOOD
Other,Florida,0.0,24.0,existing paid,none,6313.0,0.0,>=7,-1,male single,none,4,car,41,none,own,1,high qualif/self emp/mgmt,2,yes,NO,1996,7,BAD
Other,Florida,0.0,18.0,critical/other existing credit,none,1221.0,0.0,1<=X<4,1,male mar/wid,none,2,life insurance,27,none,own,2,skilled,1,none,YES,1996,7,GOOD
Other,Florida,5071.29,18.0,existing paid,none,2892.0,40.12,unknown,3,male div/sep,none,4,no known property,51,none,for free,1,skilled,1,none,NO,1996,7,GOOD
Other,Florida,0.0,24.0,existing paid,none,3062.0,0.0,>=7,4,male single,none,3,no known property,32,none,rent,1,skilled,1,yes,YES,1996,7,BAD
Other,Florida,0.0,9.0,unknown,none,2301.0,0.0,<1,2,unknown,none,4,life insurance,33,none,rent,1,skilled,1,none,NO,1996,7,BAD
Other,Florida,-3171.02,18.0,existing paid,none,2315.0,0.0,>=7,1,male single,none,4,life insurance,51,unknown,for free,1,skilled,2,yes,YES,1996,7,BAD
Other,Florida,0.0,12.0,critical/other existing credit,none,1258.0,0.0,<1,-1,female div/dep/mar,none,4,life insurance,22,none,rent,2,unskilled resident,1,unknown,NO,1996,7,GOOD
Other,Florida,0.0,18.0,delayed previously,none,717.0,0.0,>=7,4,male mar/wid,none,4,car,54,none,own,2,skilled,1,yes,YES,1996,7,GOOD
