location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,year,month,class
Harris,Texas,5,6.0,unknown,none,931.0,"(98.282, 9298.08]",<1,1,female div/dep/mar,none,1,life insurance,32,stores,own,1,unknown,1,none,YES,1995,12,GOOD
Los Angeles,California,1,24.0,existing paid,none,1442.0,"(7.154, 34.309]",unknown,4,female div/dep/mar,none,-1,car,23,none,rent,2,skilled,1,none,YES,1995,12,GOOD
Cook,Illinois,5,24.0,no credits/all paid,none,4241.0,"(7.154, 34.309]",1<=X<4,1,male single,none,4,real estate,36,none,own,3,unskilled resident,1,yes,NO,1995,12,GOOD
Baltimore city,Maryland,5,18.0,critical/other existing credit,none,2315.0,"(-0.001, 7.154]",4<=X<7,2,male single,none,2,life insurance,31,bank,own,2,unknown,1,none,NO,1995,12,BAD
Wayne,Michigan,5,24.0,delayed previously,none,3863.0,"(-0.001, 7.154]",1<=X<4,1,male single,none,-1,no known property,32,none,for free,1,unknown,1,unknown,NO,1995,12,BAD
Other,Missouri,5,7.0,existing paid,unknown,2329.0,"(65.862, 98.282]",<1,1,female div/dep/mar,guarantor,1,real estate,45,none,unknown,1,skilled,1,none,YES,1995,12,GOOD
New York,New York,5,9.0,existing paid,unknown,918.0,"(65.862, 98.282]",unknown,4,female div/dep/mar,none,-1,life insurance,33,none,own,1,skilled,1,none,NO,1996,1,BAD
Philadelphia,Pennsylvania,5,24.0,all paid,none,1837.0,"(34.309, 65.862]",4<=X<7,4,female div/dep/mar,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,YES,1996,1,GOOD
Harris,Texas,5,36.0,existing paid,none,3349.0,"(-0.001, 7.154]",1<=X<4,4,female div/dep/mar,none,2,car,28,none,unknown,1,high qualif/self emp/mgmt,1,yes,YES,1996,1,GOOD
Los Angeles,California,5,10.0,existing paid,none,1275.0,"(34.309, 65.862]",<1,4,unknown,none,2,life insurance,23,none,own,1,unknown,1,none,YES,1996,1,GOOD
Cook,Illinois,2,24.0,all paid,none,2315.0,"(98.282, 9298.08]",1<=X<4,-1,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,YES,1996,1,GOOD
Wayne,Michigan,5,24.0,critical/other existing credit,unknown,4526.0,"(-0.001, 7.154]",1<=X<4,3,male single,unknown,2,real estate,74,none,own,1,unknown,1,yes,YES,1996,1,GOOD
St. Louis,Missouri,5,36.0,existing paid,unknown,2671.0,"(-0.001, 7.154]",unknown,4,female div/dep/mar,unknown,4,no known property,50,unknown,for free,1,skilled,1,unknown,YES,1996,1,GOOD
New York,New York,5,18.0,existing paid,none,2315.0,"(-0.001, 7.154]",<1,4,male single,none,1,real estate,33,none,own,1,skilled,1,none,NO,1996,1,BAD
Philadelphia,Pennsylvania,5,15.0,existing paid,none,1300.0,"(-0.001, 7.154]",>=7,4,male single,none,4,no known property,45,bank,for free,1,skilled,2,none,NO,1996,1,GOOD
Harris,Texas,1,12.0,existing paid,none,741.0,"(98.282, 9298.08]",unemployed,-1,female div/dep/mar,none,3,life insurance,22,none,unknown,1,skilled,1,none,NO,1996,1,GOOD
Harris,Texas,6,18.0,existing paid,none,1240.0,"(98.282, 9298.08]",unknown,1,female div/dep/mar,none,4,no known property,33,unknown,for free,1,unskilled resident,2,none,YES,1996,1,GOOD
Los Angeles,California,4,21.0,existing paid,none,3357.0,"(98.282, 9298.08]",<1,4,female div/dep/mar,none,2,car,29,bank,unknown,1,skilled,1,none,YES,1996,1,GOOD
Cook,Illinois,3,24.0,all paid,guarantor,3632.0,"(34.309, 65.862]",1<=X<4,1,female div/dep/mar,guarantor,4,car,22,bank,rent,1,unknown,1,none,NO,1996,1,GOOD
Other,Indiana,5,18.0,delayed previously,none,1808.0,"(-0.001, 7.154]",4<=X<7,4,female div/dep/mar,none,1,real estate,33,none,own,1,skilled,1,none,YES,1996,1,BAD
Other,Maryland,5,48.0,no credits/all paid,none,12204.0,"(-0.001, 7.154]",1<=X<4,2,male single,none,2,car,48,unknown,own,1,high qualif/self emp/mgmt,1,unknown,NO,1996,1,GOOD
Wayne,Michigan,5,60.0,delayed previously,none,2315.0,"(-0.001, 7.154]",1<=X<4,2,unknown,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,none,YES,1996,1,BAD
Other,Missouri,3,6.0,critical/other existing credit,none,3676.0,"(7.154, 34.309]",1<=X<4,1,unknown,none,3,real estate,37,none,rent,3,skilled,2,none,NO,1996,1,GOOD
New York,New York,5,30.0,existing paid,co applicant,3441.0,"(-0.001, 7.154]",1<=X<4,-1,female div/dep/mar,co applicant,4,car,21,none,rent,1,skilled,1,none,NO,1996,1,GOOD
Philadelphia,Pennsylvania,5,12.0,existing paid,none,640.0,"(-0.001, 7.154]",1<=X<4,-1,male div/sep,none,2,real estate,49,none,own,1,unskilled resident,1,none,YES,1996,1,BAD
Harris,Texas,5,21.0,critical/other existing credit,none,3652.0,"(34.309, 65.862]",4<=X<7,2,male single,none,3,life insurance,27,unknown,own,2,skilled,1,none,YES,1996,1,GOOD
Los Angeles,California,5,18.0,critical/other existing credit,none,1530.0,"(-0.001, 7.154]",1<=X<4,3,male single,none,2,life insurance,32,bank,own,2,skilled,1,none,NO,1996,1,GOOD
Cook,Illinois,5,48.0,existing paid,none,3914.0,"(-0.001, 7.154]",1<=X<4,4,male div/sep,none,2,real estate,38,bank,own,1,skilled,1,none,YES,1996,1,BAD
Wayne,Michigan,2,12.0,existing paid,none,2315.0,"(34.309, 65.862]",<1,4,female div/dep/mar,none,1,car,22,none,unknown,1,skilled,1,none,NO,1996,1,GOOD
Other,Missouri,4,18.0,existing paid,none,2600.0,"(7.154, 34.309]",1<=X<4,4,male single,none,4,no known property,65,none,for free,2,skilled,1,none,NO,1996,1,GOOD
New York,New York,5,15.0,existing paid,unknown,1979.0,"(-0.001, 7.154]",>=7,4,male single,unknown,2,car,35,none,own,1,skilled,1,none,YES,1996,1,BAD
Philadelphia,Pennsylvania,8,6.0,unknown,none,2315.0,"(7.154, 34.309]",1<=X<4,2,unknown,none,2,real estate,41,none,unknown,1,skilled,1,unknown,YES,1996,1,BAD
Harris,Texas,5,9.0,all paid,none,1437.0,"(-0.001, 7.154]",4<=X<7,2,male single,none,3,no known property,29,none,own,1,unknown,1,none,YES,1996,1,BAD
Other,Alabama,5,42.0,critical/other existing credit,none,4042.0,"(-0.001, 7.154]",1<=X<4,4,male single,none,4,real estate,36,none,own,2,skilled,1,yes,NO,1996,1,BAD
Los Angeles,California,5,9.0,existing paid,none,3832.0,"(-0.001, 7.154]",>=7,1,male single,none,4,real estate,64,none,own,1,unskilled resident,1,unknown,NO,1996,1,BAD
Cook,Illinois,4,18.0,existing paid,none,3660.0,"(65.862, 98.282]",1<=X<4,2,female div/dep/mar,none,4,car,28,none,own,1,skilled,1,none,YES,1996,1,BAD
Wayne,Michigan,2,18.0,all paid,unknown,2315.0,"(65.862, 98.282]",1<=X<4,4,male single,unknown,3,car,44,unknown,own,-1,skilled,1,none,YES,1996,1,GOOD
Other,Missouri,5,15.0,existing paid,none,2315.0,"(-0.001, 7.154]",<1,4,male single,none,-1,life insurance,23,none,own,1,skilled,1,none,YES,1996,2,BAD
New York,New York,5,9.0,existing paid,co applicant,1980.0,"(-0.001, 7.154]",<1,2,female div/dep/mar,co applicant,2,car,19,none,rent,2,skilled,1,none,NO,1996,2,GOOD
Harris,Texas,5,24.0,existing paid,none,1355.0,"(7.154, 34.309]",<1,3,female div/dep/mar,none,-1,car,25,none,own,1,unskilled resident,1,yes,YES,1996,2,BAD
Los Angeles,California,5,12.0,existing paid,none,1393.0,"(-0.001, 7.154]",>=7,4,male single,none,4,life insurance,47,bank,unknown,3,skilled,2,yes,YES,1996,2,BAD
Other,Florida,5,24.0,existing paid,none,1376.0,"(-0.001, 7.154]",4<=X<7,4,female div/dep/mar,none,1,no known property,33,none,own,1,skilled,1,none,YES,1996,2,BAD
Cook,Illinois,5,60.0,delayed previously,none,15653.0,"(-0.001, 7.154]",4<=X<7,2,unknown,none,4,no known property,21,none,own,2,skilled,1,yes,NO,1996,2,BAD
Wayne,Michigan,5,12.0,existing paid,none,1493.0,"(-0.001, 7.154]",<1,-1,female div/dep/mar,none,3,car,33,none,own,1,skilled,2,none,YES,1996,2,BAD
New York,New York,4,42.0,delayed previously,none,4370.0,"(65.862, 98.282]",4<=X<7,3,male single,none,2,life insurance,26,bank,own,2,skilled,2,yes,YES,1996,2,BAD
Harris,Texas,3,18.0,existing paid,none,750.0,"(34.309, 65.862]",unemployed,4,female div/dep/mar,none,1,real estate,27,none,own,1,unemp/unskilled non res,1,unknown,YES,1996,2,GOOD
Cook,Illinois,5,15.0,existing paid,none,4623.0,"(-0.001, 7.154]",1<=X<4,3,male single,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1996,2,GOOD
Wayne,Michigan,5,18.0,critical/other existing credit,guarantor,1851.0,"(-0.001, 7.154]",4<=X<7,4,male mar/wid,guarantor,2,car,33,none,own,2,skilled,1,yes,NO,1996,2,GOOD
New York,New York,2,18.0,critical/other existing credit,none,1880.0,"(65.862, 98.282]",unknown,4,male mar/wid,none,-1,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,yes,YES,1996,2,BAD
Harris,Texas,5,36.0,delayed previously,unknown,7980.0,"(-0.001, 7.154]",<1,4,male single,none,4,car,27,none,rent,2,skilled,1,yes,YES,1996,2,GOOD
Los Angeles,California,0,30.0,unknown,unknown,4583.0,"(65.862, 98.282]",1<=X<4,2,male div/sep,guarantor,-1,real estate,32,none,unknown,2,skilled,1,none,YES,1996,2,GOOD
Cook,Illinois,5,12.0,existing paid,none,1386.0,"(-0.001, 7.154]",1<=X<4,2,female div/dep/mar,none,2,life insurance,33,none,own,1,skilled,1,unknown,YES,1996,2,GOOD
Wayne,Michigan,7,24.0,existing paid,none,2315.0,"(98.282, 9298.08]",4<=X<7,4,male single,none,3,no known property,38,bank,for free,-1,unknown,2,none,NO,1996,2,GOOD
New York,New York,0,12.0,existing paid,none,684.0,"(65.862, 98.282]",1<=X<4,4,male single,none,4,no known property,40,none,rent,1,unskilled resident,2,none,NO,1996,2,BAD
New York,New York,3,48.0,existing paid,none,7476.0,"(7.154, 34.309]",4<=X<7,4,male single,none,1,no known property,50,none,for free,1,unknown,1,yes,YES,1996,2,GOOD
Other,Ohio,5,12.0,existing paid,none,1922.0,"(65.862, 98.282]",1<=X<4,4,male single,none,2,life insurance,37,none,own,1,unskilled resident,1,none,NO,1996,2,BAD
Harris,Texas,2,24.0,existing paid,unknown,2303.0,"(65.862, 98.282]",>=7,4,male single,co applicant,1,real estate,45,none,own,1,skilled,1,none,YES,1996,2,GOOD
Los Angeles,California,5,36.0,delayed previously,none,8086.0,"(98.282, 9298.08]",>=7,-1,male single,none,4,car,42,none,own,4,high qualif/self emp/mgmt,1,yes,YES,1996,2,BAD
Cook,Illinois,5,24.0,critical/other existing credit,unknown,2346.0,"(-0.001, 7.154]",4<=X<7,4,male single,unknown,3,car,35,none,unknown,2,unknown,1,yes,NO,1996,2,GOOD
Wayne,Michigan,5,14.0,existing paid,unknown,3973.0,"(-0.001, 7.154]",unemployed,1,male single,none,4,no known property,33,none,for free,1,skilled,1,none,YES,1996,2,GOOD
Wayne,Michigan,5,12.0,existing paid,none,888.0,"(7.154, 34.309]",>=7,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,YES,1996,2,GOOD
New York,New York,5,48.0,existing paid,unknown,10222.0,"(-0.001, 7.154]",4<=X<7,4,male single,none,3,car,37,stores,own,1,skilled,1,yes,YES,1996,2,GOOD
New York,New York,5,30.0,unknown,unknown,4221.0,"(65.862, 98.282]",unknown,2,female div/dep/mar,unknown,1,car,28,none,own,2,skilled,1,none,YES,1996,2,BAD
Other,Ohio,5,18.0,critical/other existing credit,none,6361.0,"(-0.001, 7.154]",>=7,2,male single,none,1,no known property,41,none,own,1,skilled,1,yes,NO,1996,2,GOOD
Harris,Texas,7,12.0,existing paid,none,1297.0,"(7.154, 34.309]",1<=X<4,3,male mar/wid,none,4,real estate,23,none,rent,1,skilled,1,none,YES,1996,2,GOOD
Los Angeles,California,1,12.0,existing paid,none,900.0,"(-0.001, 7.154]",1<=X<4,4,male mar/wid,none,2,car,23,none,own,1,skilled,1,unknown,NO,1996,3,GOOD
Cook,Illinois,5,21.0,existing paid,none,2241.0,"(-0.001, 7.154]",>=7,4,male single,none,2,no known property,33,none,own,2,skilled,1,none,NO,1996,3,BAD
Wayne,Michigan,5,6.0,delayed previously,none,1050.0,"(65.862, 98.282]",unemployed,4,male single,none,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,yes,NO,1996,3,BAD
Harris,Texas,6,6.0,critical/other existing credit,none,2315.0,"(7.154, 34.309]",1<=X<4,2,female div/dep/mar,none,-1,life insurance,50,none,own,1,unskilled resident,1,none,YES,1996,3,GOOD
Cook,Illinois,5,24.0,critical/other existing credit,co applicant,2315.0,"(-0.001, 7.154]",unemployed,4,male single,co applicant,-1,no known property,33,bank,own,-1,high qualif/self emp/mgmt,1,yes,YES,1996,3,BAD
Wayne,Michigan,5,30.0,all paid,none,3496.0,"(98.282, 9298.08]",1<=X<4,4,male single,none,2,no known property,34,stores,own,1,skilled,2,yes,NO,1996,3,GOOD
Harris,Texas,5,48.0,all paid,none,3609.0,"(-0.001, 7.154]",1<=X<4,1,female div/dep/mar,none,-1,real estate,33,stores,own,1,skilled,1,none,YES,1996,3,GOOD
Other,Alabama,4,12.0,critical/other existing credit,co applicant,4843.0,"(7.154, 34.309]",>=7,3,male single,co applicant,4,life insurance,43,none,rent,-1,skilled,1,yes,YES,1996,3,BAD
Cook,Illinois,8,30.0,critical/other existing credit,unknown,3017.0,"(-0.001, 7.154]",>=7,-1,male single,unknown,4,life insurance,47,none,own,1,skilled,1,none,NO,1996,3,BAD
Wayne,Michigan,5,24.0,critical/other existing credit,none,4139.0,"(-0.001, 7.154]",1<=X<4,3,male single,none,3,life insurance,27,none,own,-1,unskilled resident,1,yes,NO,1996,3,BAD
Harris,Texas,5,36.0,existing paid,unknown,5742.0,"(-0.001, 7.154]",4<=X<7,-1,male single,unknown,-1,car,33,none,own,2,skilled,1,unknown,YES,1996,3,BAD
Cook,Illinois,5,60.0,existing paid,none,10366.0,"(-0.001, 7.154]",>=7,2,male single,none,4,life insurance,42,none,own,1,unknown,1,yes,NO,1996,3,GOOD
Harris,Texas,5,6.0,critical/other existing credit,none,2080.0,"(-0.001, 7.154]",1<=X<4,1,male mar/wid,none,2,car,24,unknown,own,-1,skilled,1,none,NO,1996,3,BAD
Cook,Illinois,5,21.0,delayed previously,none,2580.0,"(-0.001, 7.154]",<1,4,male single,none,2,no known property,41,bank,own,1,unskilled resident,1,unknown,NO,1996,3,BAD
Harris,Texas,5,30.0,critical/other existing credit,none,4530.0,"(-0.001, 7.154]",unknown,4,female div/dep/mar,none,4,car,26,none,unknown,1,high qualif/self emp/mgmt,1,yes,YES,1996,3,BAD
Other,Alabama,5,24.0,critical/other existing credit,none,5150.0,"(-0.001, 7.154]",>=7,4,unknown,none,4,car,33,none,own,1,skilled,1,yes,YES,1996,3,GOOD
Other,Alabama,5,72.0,existing paid,none,5595.0,"(98.282, 9298.08]",1<=X<4,2,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,YES,1996,3,GOOD
Other,Alabama,2,24.0,existing paid,none,2384.0,"(65.862, 98.282]",unknown,4,male single,none,4,real estate,64,bank,rent,-1,unskilled resident,1,none,YES,1996,3,GOOD
Other,Alabama,5,18.0,existing paid,none,1453.0,"(-0.001, 7.154]",<1,3,female div/dep/mar,none,1,no known property,33,none,own,1,skilled,1,unknown,YES,1996,3,GOOD
Other,Alabama,5,6.0,existing paid,none,1538.0,"(-0.001, 7.154]",<1,1,female div/dep/mar,none,2,no known property,56,none,own,1,unknown,1,none,YES,1996,3,GOOD
Other,Alabama,5,12.0,existing paid,unknown,2279.0,"(-0.001, 7.154]",1<=X<4,4,male single,unknown,4,no known property,37,none,for free,1,skilled,1,unknown,YES,1996,3,GOOD
Other,Alabama,5,15.0,delayed previously,none,1478.0,"(-0.001, 7.154]",unknown,-1,male mar/wid,none,3,real estate,33,bank,own,2,skilled,1,none,NO,1996,3,BAD
Other,Alabama,5,24.0,critical/other existing credit,unknown,5103.0,"(-0.001, 7.154]",<1,-1,male mar/wid,unknown,3,no known property,47,none,for free,3,skilled,1,yes,NO,1996,3,BAD
Other,Alabama,5,36.0,unknown,none,9857.0,"(98.282, 9298.08]",4<=X<7,1,male single,none,3,life insurance,31,unknown,own,2,unskilled resident,2,yes,NO,1996,3,GOOD
Other,Alabama,5,60.0,existing paid,unknown,6527.0,"(-0.001, 7.154]",1<=X<4,4,male single,unknown,4,no known property,34,none,for free,1,skilled,1,yes,YES,1996,3,BAD
Other,Alabama,7,10.0,critical/other existing credit,none,1347.0,"(-0.001, 7.154]",4<=X<7,4,male single,none,2,life insurance,27,none,unknown,2,skilled,1,yes,YES,1996,3,BAD
Other,Alabama,5,36.0,delayed previously,none,2862.0,"(98.282, 9298.08]",>=7,4,male single,none,3,no known property,30,none,for free,1,skilled,1,none,YES,1996,3,GOOD
Other,Alabama,5,9.0,existing paid,co applicant,2753.0,"(-0.001, 7.154]",>=7,3,unknown,co applicant,4,no known property,35,none,own,1,skilled,1,unknown,NO,1996,3,GOOD
Other,Arkansas,4,12.0,existing paid,none,3651.0,"(98.282, 9298.08]",1<=X<4,1,male single,none,3,life insurance,31,none,own,1,unknown,2,none,NO,1996,3,GOOD
Other,Arkansas,5,15.0,critical/other existing credit,none,975.0,"(-0.001, 7.154]",1<=X<4,2,male div/sep,none,3,life insurance,25,none,unknown,2,skilled,1,none,YES,1996,3,GOOD
Other,Arkansas,5,15.0,existing paid,none,2631.0,"(98.282, 9298.08]",1<=X<4,-1,female div/dep/mar,none,2,real estate,25,none,own,1,unknown,1,none,YES,1996,3,GOOD
Other,Arkansas,5,24.0,existing paid,none,2896.0,"(98.282, 9298.08]",<1,2,male single,none,1,car,29,none,own,1,unknown,1,none,NO,1996,4,GOOD
Other,Arkansas,4,6.0,critical/other existing credit,unknown,4716.0,"(-0.001, 7.154]",<1,1,male single,unknown,3,real estate,44,none,own,2,unskilled resident,2,none,NO,1996,4,GOOD
Other,Arkansas,5,24.0,existing paid,none,2284.0,"(-0.001, 7.154]",4<=X<7,4,male single,none,2,car,28,none,own,1,skilled,1,yes,NO,1996,4,GOOD
Other,Arkansas,5,6.0,existing paid,none,2315.0,"(-0.001, 7.154]",1<=X<4,2,male single,none,4,life insurance,50,none,rent,1,skilled,1,none,YES,1996,4,GOOD
Other,Arkansas,5,12.0,existing paid,guarantor,1103.0,"(-0.001, 7.154]",4<=X<7,4,male single,guarantor,3,real estate,33,none,own,2,skilled,1,unknown,NO,1996,4,BAD
Other,Arkansas,5,18.0,critical/other existing credit,none,926.0,"(-0.001, 7.154]",unknown,-1,female div/dep/mar,none,2,life insurance,38,unknown,unknown,1,unemp/unskilled non res,1,unknown,NO,1996,4,GOOD
Other,Arkansas,5,18.0,critical/other existing credit,none,2315.0,"(-0.001, 7.154]",unknown,4,unknown,none,2,car,24,none,own,2,unknown,1,none,YES,1996,4,GOOD
Other,Arkansas,6,15.0,unknown,none,1905.0,"(65.862, 98.282]",unknown,4,male single,none,-1,car,40,none,rent,1,high qualif/self emp/mgmt,1,unknown,YES,1996,4,GOOD
Other,Arkansas,5,12.0,existing paid,none,1123.0,"(-0.001, 7.154]",1<=X<4,-1,female div/dep/mar,none,4,car,29,none,rent,1,unskilled resident,1,none,YES,1996,4,GOOD
Other,Arizona,5,48.0,critical/other existing credit,none,6331.0,"(-0.001, 7.154]",>=7,4,male single,none,4,no known property,46,none,for free,2,skilled,1,yes,NO,1996,4,GOOD
Maricopa,Arizona,6,24.0,existing paid,none,1377.0,"(98.282, 9298.08]",>=7,4,female div/dep/mar,none,2,no known property,47,none,for free,1,skilled,1,yes,YES,1996,4,GOOD
Maricopa,Arizona,5,30.0,delayed previously,none,2503.0,"(98.282, 9298.08]",>=7,4,male single,none,2,life insurance,41,stores,own,2,skilled,1,none,NO,1996,4,BAD
Maricopa,Arizona,5,27.0,existing paid,none,2528.0,"(65.862, 98.282]",<1,4,female div/dep/mar,none,1,life insurance,32,unknown,own,1,skilled,2,yes,YES,1996,4,BAD
Maricopa,Arizona,5,15.0,existing paid,none,5324.0,"(-0.001, 7.154]",>=7,1,female div/dep/mar,none,4,no known property,33,none,for free,1,skilled,1,none,YES,1996,4,GOOD
Maricopa,Arizona,5,48.0,existing paid,none,2315.0,"(98.282, 9298.08]",4<=X<7,-1,male single,none,2,life insurance,24,none,own,1,skilled,1,none,YES,1996,4,BAD
Maricopa,Arizona,5,18.0,no credits/all paid,unknown,2969.0,"(7.154, 34.309]",<1,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,NO,1996,4,GOOD
Other,Arizona,5,9.0,existing paid,none,1206.0,"(7.154, 34.309]",>=7,4,female div/dep/mar,none,4,real estate,25,none,own,1,skilled,1,none,YES,1996,4,BAD
Other,Arizona,5,18.0,existing paid,none,2118.0,"(-0.001, 7.154]",1<=X<4,2,male single,none,2,real estate,37,unknown,unknown,1,unskilled resident,2,none,NO,1996,4,GOOD
Other,Arizona,5,18.0,critical/other existing credit,none,629.0,"(-0.001, 7.154]",>=7,4,male single,none,3,life insurance,33,bank,own,2,high qualif/self emp/mgmt,1,yes,NO,1996,4,GOOD
Alameda,California,5,6.0,all paid,none,1198.0,"(-0.001, 7.154]",>=7,4,female div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,YES,1996,4,BAD
Alameda,California,5,21.0,existing paid,none,2476.0,"(-0.001, 7.154]",>=7,4,male single,none,4,real estate,46,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1996,4,BAD
Alameda,California,1,9.0,critical/other existing credit,unknown,1138.0,"(34.309, 65.862]",unknown,4,male single,none,4,real estate,25,none,own,2,unskilled resident,1,unknown,NO,1996,4,GOOD
Other,California,5,60.0,existing paid,none,14027.0,"(-0.001, 7.154]",4<=X<7,4,male single,none,2,no known property,27,none,own,1,high qualif/self emp/mgmt,1,unknown,YES,1996,4,GOOD
Other,California,5,30.0,critical/other existing credit,none,7596.0,"(-0.001, 7.154]",>=7,1,male single,none,4,car,63,none,own,-1,skilled,1,none,NO,1996,4,BAD
Other,California,5,30.0,critical/other existing credit,unknown,3077.0,"(-0.001, 7.154]",>=7,3,male single,unknown,2,car,40,none,unknown,2,skilled,2,yes,NO,1996,4,GOOD
Other,California,5,18.0,existing paid,unknown,1505.0,"(-0.001, 7.154]",1<=X<4,4,unknown,unknown,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,1996,4,GOOD
Other,California,9,24.0,critical/other existing credit,none,3148.0,"(-0.001, 7.154]",1<=X<4,-1,male single,none,2,no known property,33,none,own,2,skilled,1,yes,NO,1996,4,BAD
Other,California,5,20.0,no credits/all paid,none,6148.0,"(98.282, 9298.08]",>=7,-1,male mar/wid,none,-1,car,31,bank,own,2,skilled,1,unknown,YES,1996,4,BAD
Other,California,9,9.0,no credits/all paid,none,1337.0,"(65.862, 98.282]",unknown,4,male single,none,2,car,34,none,unknown,2,high qualif/self emp/mgmt,1,yes,NO,1996,4,BAD
Other,California,5,6.0,all paid,unknown,433.0,"(-0.001, 7.154]",<1,-1,female div/dep/mar,none,2,life insurance,24,bank,rent,1,skilled,2,none,NO,1996,4,BAD
Other,California,1,12.0,unknown,none,1228.0,"(7.154, 34.309]",unknown,-1,female div/dep/mar,none,2,no known property,24,none,own,1,unknown,1,none,YES,1996,5,GOOD
Other,California,5,18.0,existing paid,none,790.0,"(98.282, 9298.08]",1<=X<4,4,female div/dep/mar,none,3,real estate,66,none,own,1,unskilled resident,1,none,NO,1996,5,GOOD
Los Angeles,California,5,27.0,existing paid,none,2570.0,"(-0.001, 7.154]",unknown,3,female div/dep/mar,none,3,real estate,21,none,unknown,1,skilled,1,unknown,NO,1996,5,BAD
Los Angeles,California,5,6.0,unknown,none,250.0,"(-0.001, 7.154]",1<=X<4,-1,female div/dep/mar,none,2,real estate,33,bank,own,2,unskilled resident,1,none,YES,1996,5,GOOD
Los Angeles,California,5,15.0,critical/other existing credit,none,1316.0,"(-0.001, 7.154]",1<=X<4,2,male mar/wid,none,2,life insurance,47,none,own,2,unskilled resident,1,none,YES,1996,5,GOOD
Los Angeles,California,4,18.0,existing paid,none,1882.0,"(34.309, 65.862]",1<=X<4,4,female div/dep/mar,none,-1,car,25,bank,rent,-1,skilled,1,none,YES,1996,5,BAD
San Francisco,California,5,48.0,all paid,none,6416.0,"(98.282, 9298.08]",>=7,-1,female div/dep/mar,none,3,no known property,33,none,rent,-1,skilled,1,none,YES,1996,5,GOOD
Los Angeles,California,6,24.0,critical/other existing credit,unknown,1275.0,"(98.282, 9298.08]",unknown,2,male div/sep,none,4,real estate,36,none,own,2,skilled,1,yes,NO,1996,5,GOOD
Los Angeles,California,5,24.0,delayed previously,none,6403.0,"(-0.001, 7.154]",<1,1,male single,none,2,car,33,none,own,1,skilled,1,none,YES,1996,5,GOOD
Los Angeles,California,4,18.0,unknown,none,1987.0,"(34.309, 65.862]",1<=X<4,2,male single,none,4,real estate,33,none,rent,1,unskilled resident,2,none,YES,1996,5,BAD
Los Angeles,California,5,8.0,existing paid,guarantor,2315.0,"(34.309, 65.862]",4<=X<7,4,female div/dep/mar,guarantor,2,real estate,44,none,own,1,unskilled resident,1,none,YES,1996,5,GOOD
Los Angeles,California,5,18.0,existing paid,none,2315.0,"(-0.001, 7.154]",1<=X<4,2,unknown,none,4,car,28,none,unknown,1,skilled,1,yes,NO,1996,5,BAD
Other,California,5,4.0,critical/other existing credit,none,3380.0,"(-0.001, 7.154]",4<=X<7,1,female div/dep/mar,none,1,real estate,37,none,own,1,unknown,1,none,YES,1996,5,GOOD
Los Angeles,California,5,36.0,all paid,unknown,3990.0,"(-0.001, 7.154]",<1,-1,female div/dep/mar,unknown,2,no known property,29,unknown,own,1,unemp/unskilled non res,1,none,YES,1996,5,BAD
Los Angeles,California,5,24.0,existing paid,none,11560.0,"(65.862, 98.282]",1<=X<4,1,female div/dep/mar,none,4,car,23,none,unknown,2,high qualif/self emp/mgmt,1,none,YES,1996,5,GOOD
Los Angeles,California,3,18.0,existing paid,none,4380.0,"(98.282, 9298.08]",unknown,3,male single,none,4,car,35,none,unknown,1,unknown,2,yes,YES,1996,5,BAD
Los Angeles,California,5,6.0,critical/other existing credit,unknown,2315.0,"(-0.001, 7.154]",4<=X<7,1,male single,unknown,3,no known property,33,none,own,2,high qualif/self emp/mgmt,2,yes,NO,1996,5,GOOD
Other,California,5,30.0,no credits/all paid,none,4280.0,"(98.282, 9298.08]",1<=X<4,4,female div/dep/mar,none,-1,car,26,none,rent,2,unskilled resident,1,unknown,NO,1996,5,GOOD
Other,California,4,24.0,all paid,none,2325.0,"(98.282, 9298.08]",4<=X<7,2,male single,none,3,no known property,32,bank,own,1,skilled,1,unknown,NO,1996,5,GOOD
Other,California,5,10.0,all paid,none,2315.0,"(34.309, 65.862]",1<=X<4,4,male single,none,4,no known property,23,stores,unknown,1,unskilled resident,1,unknown,YES,1996,5,GOOD
Other,California,5,21.0,existing paid,none,3160.0,"(-0.001, 7.154]",>=7,4,male single,none,3,life insurance,41,none,own,1,skilled,1,yes,NO,1996,5,BAD
Other,California,2,24.0,all paid,none,2483.0,"(98.282, 9298.08]",1<=X<4,-1,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,NO,1996,5,BAD
